r[m]	temperatures[K]	pressures[Pa]	rhos[kg/m^3]	kappas[m^2/kg]	gamma1s[idklol]	nablaads[K/m?]
1.312712270e+08	9.753089298e+06	5.015402734e+15	3.906088610e+04	2.116256328e-01	1.668161154e+00	3.972287178e-01
1.306886512e+08	9.781047218e+06	5.068638672e+15	3.937933773e+04	2.109720188e-01	1.668161154e+00	3.972290456e-01
1.301074630e+08	9.809028375e+06	5.122216406e+15	3.969913308e+04	2.103207544e-01	1.668161869e+00	3.972291946e-01
1.295276904e+08	9.837030335e+06	5.176130469e+15	4.002027812e+04	2.096715897e-01	1.668161511e+00	3.972294927e-01
1.289493600e+08	9.865050655e+06	5.230378516e+15	4.034273818e+04	2.090241776e-01	1.668161988e+00	3.972297013e-01
1.283724985e+08	9.893086825e+06	5.284955859e+15	4.066650029e+04	2.083782081e-01	1.668161869e+00	3.972297907e-01
1.277971328e+08	9.921136266e+06	5.339858984e+15	4.099156076e+04	2.077333873e-01	1.668161631e+00	3.972297013e-01
1.272232879e+08	9.949196414e+06	5.395083984e+15	4.131787381e+04	2.070893008e-01	1.668161511e+00	3.972297311e-01
1.266509883e+08	9.977264667e+06	5.450626172e+15	4.164545735e+04	2.064456438e-01	1.668161154e+00	3.972295523e-01
1.260802588e+08	1.000533835e+07	5.506482422e+15	4.197426400e+04	2.058020115e-01	1.668160439e+00	3.972294331e-01
1.255111232e+08	1.003341497e+07	5.562648047e+15	4.230428845e+04	2.051614326e-01	1.668159723e+00	3.972291350e-01
1.249436057e+08	1.006149233e+07	5.619119141e+15	4.263549376e+04	2.045254957e-01	1.668159008e+00	3.972288370e-01
1.243777327e+08	1.008956821e+07	5.675890234e+15	4.296786593e+04	2.038942070e-01	1.668158293e+00	3.972285092e-01
1.238135305e+08	1.011764038e+07	5.732957422e+15	4.330140391e+04	2.032676131e-01	1.668157816e+00	3.972279429e-01
1.232510241e+08	1.014570664e+07	5.790315234e+15	4.363604659e+04	2.026456204e-01	1.668157101e+00	3.972275257e-01
1.226902388e+08	1.017376478e+07	5.847959375e+15	4.397179445e+04	2.020282612e-01	1.668156266e+00	3.972270787e-01
1.221311989e+08	1.020181259e+07	5.905883984e+15	4.430862698e+04	2.014155286e-01	1.668155670e+00	3.972265422e-01
1.215739279e+08	1.022984791e+07	5.964085156e+15	4.464650660e+04	2.008073721e-01	1.668154716e+00	3.972260356e-01
1.210184487e+08	1.025786856e+07	6.022555859e+15	4.498542495e+04	2.002038060e-01	1.668154359e+00	3.972255290e-01
1.204647838e+08	1.028587241e+07	6.081294531e+15	4.532536022e+04	1.996048122e-01	1.668153763e+00	3.972249627e-01
1.199129546e+08	1.031385732e+07	6.140291797e+15	4.566627507e+04	1.990103411e-01	1.668152809e+00	3.972243667e-01
1.193629815e+08	1.034182122e+07	6.199545703e+15	4.600816170e+04	1.984204011e-01	1.668152571e+00	3.972239196e-01
1.188148842e+08	1.036976204e+07	6.259048437e+15	4.635099205e+04	1.978349587e-01	1.668152094e+00	3.972233832e-01
1.182686817e+08	1.039767775e+07	6.318796875e+15	4.669474347e+04	1.972539906e-01	1.668151736e+00	3.972229064e-01
1.177243926e+08	1.042556630e+07	6.378785156e+15	4.703939930e+04	1.966774847e-01	1.668151617e+00	3.972225189e-01
1.171820345e+08	1.045342570e+07	6.439007812e+15	4.738493079e+04	1.961054055e-01	1.668151140e+00	3.972220719e-01
1.166416226e+08	1.048125408e+07	6.499460156e+15	4.773133134e+04	1.955377534e-01	1.668151021e+00	3.972216547e-01
1.161031719e+08	1.050904955e+07	6.560136719e+15	4.807856735e+04	1.949744786e-01	1.668151140e+00	3.972212374e-01
1.155666983e+08	1.053681018e+07	6.621030469e+15	4.842661690e+04	1.944155573e-01	1.668150902e+00	3.972209394e-01
1.150322162e+08	1.056453408e+07	6.682139844e+15	4.877546672e+04	1.938609784e-01	1.668150783e+00	3.972206414e-01
1.144997372e+08	1.059221955e+07	6.743457812e+15	4.912510671e+04	1.933107305e-01	1.668151259e+00	3.972203434e-01
1.139692723e+08	1.061986486e+07	6.804977344e+15	4.947548470e+04	1.927647278e-01	1.668151498e+00	3.972201049e-01
1.134408329e+08	1.064746827e+07	6.866697656e+15	4.982662872e+04	1.922230283e-01	1.668151379e+00	3.972198069e-01
1.129144277e+08	1.067502821e+07	6.928610156e+15	5.017847830e+04	1.916855284e-01	1.668151379e+00	3.972196281e-01
1.123900667e+08	1.070254298e+07	6.990710156e+15	5.053103683e+04	1.911522389e-01	1.668151855e+00	3.972193897e-01
1.118677591e+08	1.073001097e+07	7.052993750e+15	5.088427430e+04	1.906231136e-01	1.668151855e+00	3.972191811e-01
1.113475107e+08	1.075743070e+07	7.115455469e+15	5.123818482e+04	1.900981407e-01	1.668152213e+00	3.972190917e-01
1.108293268e+08	1.078480076e+07	7.178091406e+15	5.159275977e+04	1.895773055e-01	1.668152452e+00	3.972187936e-01
1.103132130e+08	1.081211970e+07	7.240896875e+15	5.194795263e+04	1.890605228e-01	1.668152452e+00	3.972186446e-01
1.097991747e+08	1.083938606e+07	7.303864844e+15	5.230378039e+04	1.885478209e-01	1.668152809e+00	3.972184360e-01
1.092872140e+08	1.086659860e+07	7.366992969e+15	5.266021063e+04	1.880391431e-01	1.668153167e+00	3.972181678e-01
1.087773328e+08	1.089375607e+07	7.430275781e+15	5.301723252e+04	1.875344609e-01	1.668152928e+00	3.972178102e-01
1.082695343e+08	1.092085713e+07	7.493708594e+15	5.337482247e+04	1.870337325e-01	1.668153048e+00	3.972175121e-01
1.077638178e+08	1.094790068e+07	7.557288281e+15	5.373298845e+04	1.865369599e-01	1.668153048e+00	3.972170949e-01
1.072601818e+08	1.097488567e+07	7.621009375e+15	5.409169137e+04	1.860440682e-01	1.668153286e+00	3.972166479e-01
1.067586272e+08	1.100181089e+07	7.684867187e+15	5.445093650e+04	1.855550579e-01	1.668153048e+00	3.972162008e-01
1.062591519e+08	1.102867533e+07	7.748858594e+15	5.481070583e+04	1.850698892e-01	1.668152809e+00	3.972155750e-01
1.057617512e+08	1.105547812e+07	7.812979687e+15	5.517099204e+04	1.845885347e-01	1.668152094e+00	3.972148001e-01
1.052664219e+08	1.108221830e+07	7.877225000e+15	5.553176171e+04	1.841109286e-01	1.668152094e+00	3.972140849e-01
1.047731605e+08	1.110889492e+07	7.941592969e+15	5.589302735e+04	1.836370760e-01	1.668151379e+00	3.972131312e-01
1.042819603e+08	1.113550724e+07	8.006075781e+15	5.625475038e+04	1.831669006e-01	1.668150902e+00	3.972120881e-01
1.037928150e+08	1.116205448e+07	8.070674219e+15	5.661696654e+04	1.827004352e-01	1.668149948e+00	3.972110152e-01
1.033057180e+08	1.118853589e+07	8.135384375e+15	5.697960896e+04	1.822375638e-01	1.668149710e+00	3.972099125e-01
1.028206598e+08	1.121495090e+07	8.200199219e+15	5.734269434e+04	1.817782845e-01	1.668148756e+00	3.972087502e-01
1.023376313e+08	1.124129888e+07	8.265119531e+15	5.770622185e+04	1.813225749e-01	1.668147564e+00	3.972074389e-01
1.018566235e+08	1.126757926e+07	8.330139062e+15	5.807014999e+04	1.808703521e-01	1.668146849e+00	3.972061872e-01
1.013776267e+08	1.129379147e+07	8.395257813e+15	5.843450759e+04	1.804216295e-01	1.668145418e+00	3.972050250e-01
1.009006316e+08	1.131993495e+07	8.460467969e+15	5.879927370e+04	1.799763557e-01	1.668143749e+00	3.972038031e-01
1.004256265e+08	1.134600928e+07	8.525771094e+15	5.916443904e+04	1.795344907e-01	1.668143034e+00	3.972024024e-01
9.995260134e+07	1.137201395e+07	8.591161719e+15	5.953000174e+04	1.790960047e-01	1.668141603e+00	3.972011507e-01
9.948154544e+07	1.139794850e+07	8.656636719e+15	5.989595113e+04	1.786608590e-01	1.668140531e+00	3.971998394e-01
9.901244568e+07	1.142381261e+07	8.722195313e+15	6.026229320e+04	1.782290329e-01	1.668138981e+00	3.971983790e-01
9.854528761e+07	1.144960605e+07	8.787832812e+15	6.062901538e+04	1.778004755e-01	1.668137431e+00	3.971970677e-01
9.808005861e+07	1.147532850e+07	8.853547656e+15	6.099610749e+04	1.773751451e-01	1.668136358e+00	3.971956372e-01
9.761674659e+07	1.150097960e+07	8.919337500e+15	6.136356909e+04	1.769530152e-01	1.668134928e+00	3.971944153e-01
9.715533581e+07	1.152655923e+07	8.985199219e+15	6.173140628e+04	1.765340586e-01	1.668133736e+00	3.971929848e-01
9.669581329e+07	1.155206711e+07	9.051131250e+15	6.209961214e+04	1.761182378e-01	1.668132544e+00	3.971916437e-01
9.623816622e+07	1.157750297e+07	9.117129687e+15	6.246817810e+04	1.757055146e-01	1.668131351e+00	3.971903622e-01
9.578237640e+07	1.160286684e+07	9.183193750e+15	6.283710554e+04	1.752958528e-01	1.668129921e+00	3.971890807e-01
9.532842785e+07	1.162815865e+07	9.249322656e+15	6.320640796e+04	1.748892363e-01	1.668128729e+00	3.971876800e-01
9.487630764e+07	1.165337816e+07	9.315510937e+15	6.357605176e+04	1.744855960e-01	1.668127537e+00	3.971863985e-01
9.442599910e+07	1.167852536e+07	9.381758594e+15	6.394607315e+04	1.740849419e-01	1.668126345e+00	3.971850872e-01
9.397748458e+07	1.170360029e+07	9.448064844e+15	6.431643573e+04	1.736871947e-01	1.668125391e+00	3.971838951e-01
9.353074978e+07	1.172860282e+07	9.514425781e+15	6.468715372e+04	1.732923417e-01	1.668124437e+00	3.971827328e-01
9.308577689e+07	1.175353302e+07	9.580840625e+15	6.505822958e+04	1.729003519e-01	1.668123722e+00	3.971814811e-01
9.264254731e+07	1.177839104e+07	9.647307812e+15	6.542967017e+04	1.725111968e-01	1.668123007e+00	3.971803188e-01
9.220104657e+07	1.180317678e+07	9.713825781e+15	6.580146985e+04	1.721248395e-01	1.668122053e+00	3.971791863e-01
9.176125655e+07	1.182789038e+07	9.780392187e+15	6.617363890e+04	1.717412580e-01	1.668121576e+00	3.971779943e-01
9.132315892e+07	1.185253197e+07	9.847006250e+15	6.654615320e+04	1.713603886e-01	1.668120980e+00	3.971769214e-01
9.088673807e+07	1.187710157e+07	9.913666406e+15	6.691902938e+04	1.709822200e-01	1.668120861e+00	3.971759081e-01
9.045197615e+07	1.190159930e+07	9.980371094e+15	6.729227325e+04	1.706067261e-01	1.668120265e+00	3.971748948e-01
9.001885393e+07	1.192602541e+07	1.004711875e+16	6.766588147e+04	1.702338661e-01	1.668120146e+00	3.971738815e-01
8.958735453e+07	1.195038000e+07	1.011391016e+16	6.803985289e+04	1.698636068e-01	1.668119907e+00	3.971729875e-01
8.915746140e+07	1.197466316e+07	1.018074062e+16	6.841420384e+04	1.694959362e-01	1.668119907e+00	3.971720040e-01
8.872915425e+07	1.199887521e+07	1.024761016e+16	6.878889863e+04	1.691307771e-01	1.668119669e+00	3.971712291e-01
8.830241545e+07	1.202301632e+07	1.031451875e+16	6.916401809e+04	1.687681845e-01	1.668120146e+00	3.971704245e-01
8.787722874e+07	1.204708662e+07	1.038146562e+16	6.953949417e+04	1.684080564e-01	1.668120742e+00	3.971697390e-01
8.745357289e+07	1.207108649e+07	1.044844844e+16	6.991534293e+04	1.680503716e-01	1.668121338e+00	3.971689939e-01
8.703142880e+07	1.209501621e+07	1.051546641e+16	7.029157814e+04	1.676951087e-01	1.668122172e+00	3.971682489e-01
8.661078237e+07	1.211887580e+07	1.058251953e+16	7.066819920e+04	1.673422421e-01	1.668122888e+00	3.971675634e-01
8.619161683e+07	1.214266541e+07	1.064960625e+16	7.104520033e+04	1.669917372e-01	1.668123484e+00	3.971668184e-01
8.577391134e+07	1.216638547e+07	1.071672500e+16	7.142258573e+04	1.666435618e-01	1.668124318e+00	3.971659541e-01
8.535764622e+07	1.219003631e+07	1.078387578e+16	7.180037583e+04	1.662977036e-01	1.668124914e+00	3.971651196e-01
8.494280253e+07	1.221361826e+07	1.085105703e+16	7.217855212e+04	1.659541092e-01	1.668125629e+00	3.971644342e-01
8.452936298e+07	1.223713153e+07	1.091827109e+16	7.255714264e+04	1.656127770e-01	1.668126225e+00	3.971636891e-01
8.411731020e+07	1.226057638e+07	1.098551250e+16	7.293613019e+04	1.652736611e-01	1.668127060e+00	3.971628547e-01
8.370662523e+07	1.228395313e+07	1.105278516e+16	7.331552763e+04	1.649367413e-01	1.668127537e+00	3.971621096e-01
8.329729008e+07	1.230726207e+07	1.112008437e+16	7.369532066e+04	1.646019736e-01	1.668128729e+00	3.971612453e-01
8.288928563e+07	1.233050357e+07	1.118741016e+16	7.407555672e+04	1.642693723e-01	1.668129206e+00	3.971603513e-01
8.248259475e+07	1.235367789e+07	1.125476641e+16	7.445620648e+04	1.639388797e-01	1.668129921e+00	3.971595168e-01
8.207720346e+07	1.237678509e+07	1.132214766e+16	7.483727033e+04	1.636104732e-01	1.668130755e+00	3.971586525e-01
8.167309312e+07	1.239982553e+07	1.138955391e+16	7.521877395e+04	1.632841469e-01	1.668131590e+00	3.971578181e-01
8.127024286e+07	1.242279970e+07	1.145698516e+16	7.560070914e+04	1.629598588e-01	1.668132544e+00	3.971569538e-01
8.086863612e+07	1.244570785e+07	1.152444219e+16	7.598309073e+04	1.626375964e-01	1.668133497e+00	3.971560001e-01
8.046825774e+07	1.246855014e+07	1.159192109e+16	7.636590515e+04	1.623173217e-01	1.668134451e+00	3.971550763e-01
8.006908930e+07	1.249132693e+07	1.165942422e+16	7.674915640e+04	1.619990096e-01	1.668135166e+00	3.971541524e-01
7.967111206e+07	1.251403862e+07	1.172695234e+16	7.713287943e+04	1.616826623e-01	1.668136120e+00	3.971531689e-01
7.927430998e+07	1.253668543e+07	1.179449922e+16	7.751704737e+04	1.613682294e-01	1.668136835e+00	3.971522152e-01
7.887866635e+07	1.255926765e+07	1.186207031e+16	7.790166457e+04	1.610556889e-01	1.668137789e+00	3.971512020e-01
7.848416510e+07	1.258178552e+07	1.192966406e+16	7.828677844e+04	1.607450584e-01	1.668138742e+00	3.971501589e-01
7.809079066e+07	1.260423927e+07	1.199727578e+16	7.867233270e+04	1.604362631e-01	1.668139696e+00	3.971491158e-01
7.769852603e+07	1.262662920e+07	1.206490781e+16	7.905837199e+04	1.601293171e-01	1.668140888e+00	3.971481025e-01
7.730735441e+07	1.264895562e+07	1.213256172e+16	7.944487936e+04	1.598241799e-01	1.668142080e+00	3.971469700e-01
7.691725901e+07	1.267121883e+07	1.220023281e+16	7.983186560e+04	1.595208348e-01	1.668143272e+00	3.971458375e-01
7.652822324e+07	1.269341913e+07	1.226792422e+16	8.021934667e+04	1.592192700e-01	1.668144584e+00	3.971447647e-01
7.614023171e+07	1.271555675e+07	1.233563281e+16	8.060731024e+04	1.589194535e-01	1.668145895e+00	3.971436024e-01
7.575326844e+07	1.273763194e+07	1.240335859e+16	8.099576103e+04	1.586213644e-01	1.668146968e+00	3.971425295e-01
7.536732021e+07	1.275964484e+07	1.247110234e+16	8.138470729e+04	1.583249903e-01	1.668148279e+00	3.971412778e-01
7.498237209e+07	1.278159564e+07	1.253886094e+16	8.177415254e+04	1.580303136e-01	1.668149352e+00	3.971400857e-01
7.459840438e+07	1.280348484e+07	1.260663594e+16	8.216410072e+04	1.577373079e-01	1.668151140e+00	3.971388042e-01
7.421540408e+07	1.282531254e+07	1.267442656e+16	8.255456429e+04	1.574459657e-01	1.668152571e+00	3.971375227e-01
7.383335796e+07	1.284707888e+07	1.274223516e+16	8.294555040e+04	1.571562736e-01	1.668154001e+00	3.971363604e-01
7.345224837e+07	1.286878423e+07	1.281005312e+16	8.333702445e+04	1.568681773e-01	1.668155432e+00	3.971350491e-01
7.307206078e+07	1.289042878e+07	1.287788594e+16	8.372902438e+04	1.565816877e-01	1.668157578e+00	3.971337378e-01
7.269278282e+07	1.291201262e+07	1.294573437e+16	8.412155208e+04	1.562967890e-01	1.668159008e+00	3.971323967e-01
7.231439910e+07	1.293353601e+07	1.301359141e+16	8.451459094e+04	1.560134468e-01	1.668160439e+00	3.971310556e-01
7.193689412e+07	1.295499919e+07	1.308146328e+16	8.490814892e+04	1.557316457e-01	1.668162465e+00	3.971297145e-01
7.156025729e+07	1.297640215e+07	1.314934375e+16	8.530223436e+04	1.554513783e-01	1.668164134e+00	3.971282840e-01
7.118447327e+07	1.299774514e+07	1.321723594e+16	8.569686765e+04	1.551726405e-01	1.668166161e+00	3.971268535e-01
7.080952566e+07	1.301902849e+07	1.328513750e+16	8.609201905e+04	1.548953859e-01	1.668168306e+00	3.971254230e-01
7.043540231e+07	1.304025226e+07	1.335304844e+16	8.648770922e+04	1.546196139e-01	1.668170571e+00	3.971239030e-01
7.006208991e+07	1.306141659e+07	1.342096719e+16	8.688393478e+04	1.543453050e-01	1.668172479e+00	3.971224129e-01
6.968957805e+07	1.308252145e+07	1.348889375e+16	8.728070752e+04	1.540724551e-01	1.668174505e+00	3.971208930e-01
6.931785308e+07	1.310356701e+07	1.355682500e+16	8.767800339e+04	1.538010281e-01	1.668176651e+00	3.971194029e-01
6.894689862e+07	1.312455357e+07	1.362476562e+16	8.807584803e+04	1.535310215e-01	1.668179035e+00	3.971178532e-01
6.857670406e+07	1.314548113e+07	1.369270781e+16	8.847423795e+04	1.532624192e-01	1.668181181e+00	3.971163034e-01
6.820725599e+07	1.316634983e+07	1.376065625e+16	8.887316881e+04	1.529952008e-01	1.668184042e+00	3.971146643e-01
6.783854172e+07	1.318715976e+07	1.382860937e+16	8.927265530e+04	1.527293605e-01	1.668185949e+00	3.971129954e-01
6.747055173e+07	1.320791086e+07	1.389656094e+16	8.967265818e+04	1.524648587e-01	1.668188572e+00	3.971113861e-01
6.710327195e+07	1.322860329e+07	1.396451719e+16	9.007322719e+04	1.522017139e-01	1.668190956e+00	3.971096277e-01
6.673668884e+07	1.324923721e+07	1.403247031e+16	9.047432968e+04	1.519398842e-01	1.668193579e+00	3.971079588e-01
6.637079190e+07	1.326981259e+07	1.410042344e+16	9.087597078e+04	1.516793606e-01	1.668196440e+00	3.971063197e-01
6.600556982e+07	1.329032944e+07	1.416837812e+16	9.127819311e+04	1.514201601e-01	1.668198586e+00	3.971045017e-01
6.564101025e+07	1.331078785e+07	1.423632656e+16	9.168090317e+04	1.511622014e-01	1.668201804e+00	3.971028030e-01
6.527710275e+07	1.333118777e+07	1.430427656e+16	9.208420642e+04	1.509055455e-01	1.668204308e+00	3.971009254e-01
6.491383759e+07	1.335152914e+07	1.437221406e+16	9.248803324e+04	1.506501321e-01	1.668206930e+00	3.970990479e-01
6.455120253e+07	1.337181202e+07	1.444015000e+16	9.289238383e+04	1.503959467e-01	1.668209553e+00	3.970972300e-01
6.418918374e+07	1.339203654e+07	1.450807656e+16	9.329730079e+04	1.501430006e-01	1.668212414e+00	3.970953226e-01
6.382777413e+07	1.341220250e+07	1.457599375e+16	9.370272394e+04	1.498912444e-01	1.668214798e+00	3.970933557e-01
6.346696543e+07	1.343230971e+07	1.464390781e+16	9.410871990e+04	1.496407143e-01	1.668217897e+00	3.970915079e-01
6.310674179e+07	1.345235843e+07	1.471180312e+16	9.451521068e+04	1.493913367e-01	1.668220282e+00	3.970895708e-01
6.274709655e+07	1.347234841e+07	1.477968750e+16	9.492224734e+04	1.491431376e-01	1.668223023e+00	3.970875442e-01
6.238801993e+07	1.349227954e+07	1.484755781e+16	9.532982209e+04	1.488961007e-01	1.668225527e+00	3.970855474e-01
6.202949762e+07	1.351215200e+07	1.491541406e+16	9.573791976e+04	1.486501968e-01	1.668228149e+00	3.970834613e-01
6.167152508e+07	1.353196539e+07	1.498325156e+16	9.614651535e+04	1.484054030e-01	1.668230772e+00	3.970814347e-01
6.131409329e+07	1.355171956e+07	1.505107188e+16	9.655560562e+04	1.481617066e-01	1.668232918e+00	3.970792890e-01
6.095718834e+07	1.357141465e+07	1.511887187e+16	9.696523063e+04	1.479191154e-01	1.668235540e+00	3.970771432e-01
6.060080155e+07	1.359105047e+07	1.518665156e+16	9.737536365e+04	1.476776000e-01	1.668237448e+00	3.970749676e-01
6.024492509e+07	1.361062682e+07	1.525440469e+16	9.778595379e+04	1.474371168e-01	1.668239713e+00	3.970727921e-01
5.988954892e+07	1.363014357e+07	1.532213437e+16	9.819705832e+04	1.471976880e-01	1.668241501e+00	3.970704377e-01
5.953466383e+07	1.364960059e+07	1.538983906e+16	9.860863858e+04	1.469592764e-01	1.668243647e+00	3.970681429e-01
5.918026018e+07	1.366899773e+07	1.545751250e+16	9.902069105e+04	1.467218645e-01	1.668245792e+00	3.970658779e-01
5.882632803e+07	1.368833488e+07	1.552515937e+16	9.943325210e+04	1.464854595e-01	1.668247223e+00	3.970634639e-01
5.847286112e+07	1.370761170e+07	1.559277344e+16	9.984625201e+04	1.462500079e-01	1.668249130e+00	3.970611393e-01
5.811985434e+07	1.372682781e+07	1.566035156e+16	1.002597132e+05	1.460155142e-01	1.668250918e+00	3.970586360e-01
5.776729802e+07	1.374598304e+07	1.572789531e+16	1.006736120e+05	1.457819479e-01	1.668252230e+00	3.970561922e-01
5.741518148e+07	1.376507729e+07	1.579540000e+16	1.010879417e+05	1.455492855e-01	1.668253660e+00	3.970536888e-01
5.706349431e+07	1.378411043e+07	1.586286406e+16	1.015027044e+05	1.453175086e-01	1.668255091e+00	3.970512152e-01
5.671223167e+07	1.380308204e+07	1.593029219e+16	1.019178832e+05	1.450865945e-01	1.668256521e+00	3.970486820e-01
5.636139197e+07	1.382199150e+07	1.599767031e+16	1.023334569e+05	1.448565210e-01	1.668257236e+00	3.970461786e-01
5.601096152e+07	1.384083884e+07	1.606499687e+16	1.027494162e+05	1.446272569e-01	1.668258429e+00	3.970436752e-01
5.566092630e+07	1.385962411e+07	1.613228125e+16	1.031657827e+05	1.443987861e-01	1.668259144e+00	3.970410526e-01
5.531128329e+07	1.387834674e+07	1.619951250e+16	1.035825137e+05	1.441710683e-01	1.668260098e+00	3.970385492e-01
5.496203007e+07	1.389700615e+07	1.626669531e+16	1.039996166e+05	1.439440918e-01	1.668260694e+00	3.970358968e-01
5.461315789e+07	1.391560208e+07	1.633381875e+16	1.044170722e+05	1.437178204e-01	1.668261886e+00	3.970333636e-01
5.426465742e+07	1.393413429e+07	1.640088594e+16	1.048348515e+05	1.434922096e-01	1.668262005e+00	3.970308006e-01
5.391652422e+07	1.395260227e+07	1.646789062e+16	1.052529806e+05	1.432672485e-01	1.668262243e+00	3.970281184e-01
5.356875250e+07	1.397100559e+07	1.653483125e+16	1.056714038e+05	1.430429229e-01	1.668262959e+00	3.970255852e-01
5.322133627e+07	1.398934385e+07	1.660170781e+16	1.060901308e+05	1.428196508e-01	1.668263197e+00	3.970229030e-01
5.287427046e+07	1.400761662e+07	1.666851719e+16	1.065091685e+05	1.425975575e-01	1.668263555e+00	3.970202804e-01
5.252754973e+07	1.402582350e+07	1.673524844e+16	1.069284349e+05	1.423766165e-01	1.668263912e+00	3.970176876e-01
5.218116817e+07	1.404396412e+07	1.680190625e+16	1.073479577e+05	1.421568583e-01	1.668263793e+00	3.970150352e-01
5.183511793e+07	1.406203819e+07	1.686848906e+16	1.077677374e+05	1.419382952e-01	1.668263912e+00	3.970122635e-01
5.148939684e+07	1.408004515e+07	1.693498906e+16	1.081877091e+05	1.417209125e-01	1.668263793e+00	3.970097601e-01
5.114400237e+07	1.409798442e+07	1.700140469e+16	1.086079017e+05	1.415047444e-01	1.668263435e+00	3.970070183e-01
5.079892819e+07	1.411585564e+07	1.706773438e+16	1.090282636e+05	1.412897802e-01	1.668263555e+00	3.970044255e-01
5.045417157e+07	1.413365826e+07	1.713397031e+16	1.094487619e+05	1.410760219e-01	1.668263316e+00	3.970017433e-01
5.010973157e+07	1.415139163e+07	1.720011250e+16	1.098694107e+05	1.408634972e-01	1.668263078e+00	3.969990909e-01
4.976560412e+07	1.416905526e+07	1.726615781e+16	1.102901688e+05	1.406522026e-01	1.668262482e+00	3.969964087e-01
4.942178384e+07	1.418664873e+07	1.733210000e+16	1.107110279e+05	1.404421485e-01	1.668262243e+00	3.969936967e-01
4.907827175e+07	1.420417128e+07	1.739793750e+16	1.111319623e+05	1.402333450e-01	1.668261528e+00	3.969910145e-01
4.873506633e+07	1.422162228e+07	1.746366406e+16	1.115529154e+05	1.400257840e-01	1.668261528e+00	3.969883323e-01
4.839216353e+07	1.423900124e+07	1.752927656e+16	1.119739078e+05	1.398194927e-01	1.668260813e+00	3.969857097e-01
4.804956378e+07	1.425630744e+07	1.759477031e+16	1.123948781e+05	1.396144635e-01	1.668260336e+00	3.969830573e-01
4.770726577e+07	1.427354022e+07	1.766014219e+16	1.128158042e+05	1.394107051e-01	1.668259621e+00	3.969803154e-01
4.736526957e+07	1.429069888e+07	1.772538906e+16	1.132367016e+05	1.392082468e-01	1.668259144e+00	3.969776630e-01
4.702357375e+07	1.430778278e+07	1.779050625e+16	1.136574530e+05	1.390070514e-01	1.668258786e+00	3.969750404e-01
4.668217597e+07	1.432479134e+07	1.785548750e+16	1.140781382e+05	1.388071743e-01	1.668257952e+00	3.969723284e-01
4.634108096e+07	1.434172361e+07	1.792032656e+16	1.144986485e+05	1.386085909e-01	1.668257236e+00	3.969696164e-01
4.600029242e+07	1.435857870e+07	1.798502500e+16	1.149189921e+05	1.384113299e-01	1.668256760e+00	3.969670534e-01
4.565980716e+07	1.437535606e+07	1.804957344e+16	1.153391115e+05	1.382153814e-01	1.668255568e+00	3.969643712e-01
4.531962401e+07	1.439205504e+07	1.811396563e+16	1.157589637e+05	1.380207447e-01	1.668255448e+00	3.969616890e-01
4.497974834e+07	1.440867468e+07	1.817820156e+16	1.161785754e+05	1.378274591e-01	1.668254375e+00	3.969590366e-01
4.464018563e+07	1.442521400e+07	1.824227344e+16	1.165978526e+05	1.376355080e-01	1.668253660e+00	3.969564438e-01
4.430093865e+07	1.444167216e+07	1.830617344e+16	1.170167626e+05	1.374448998e-01	1.668253064e+00	3.969537616e-01
4.396200796e+07	1.445804844e+07	1.836990156e+16	1.174352921e+05	1.372556500e-01	1.668252230e+00	3.969511092e-01
4.362339777e+07	1.447434194e+07	1.843344844e+16	1.178533832e+05	1.370677568e-01	1.668251753e+00	3.969485760e-01
4.328511695e+07	1.449055154e+07	1.849680781e+16	1.182710212e+05	1.368812433e-01	1.668251276e+00	3.969459534e-01
4.294716971e+07	1.450667634e+07	1.855997344e+16	1.186881193e+05	1.366960954e-01	1.668250322e+00	3.969432712e-01
4.260955687e+07	1.452271562e+07	1.862294844e+16	1.191047168e+05	1.365123508e-01	1.668249846e+00	3.969407380e-01
4.227228779e+07	1.453866826e+07	1.868571875e+16	1.195206900e+05	1.363299843e-01	1.668249369e+00	3.969381750e-01
4.193537289e+07	1.455453309e+07	1.874827813e+16	1.199360427e+05	1.361490278e-01	1.668248653e+00	3.969356120e-01
4.159881675e+07	1.457030922e+07	1.881062500e+16	1.203507105e+05	1.359694776e-01	1.668247700e+00	3.969329894e-01
4.126262868e+07	1.458599555e+07	1.887275000e+16	1.207646474e+05	1.357913429e-01	1.668247342e+00	3.969303966e-01
4.092681689e+07	1.460159104e+07	1.893464375e+16	1.211777964e+05	1.356146263e-01	1.668246865e+00	3.969279230e-01
4.059138811e+07	1.461709473e+07	1.899630469e+16	1.215901357e+05	1.354393444e-01	1.668246269e+00	3.969253302e-01
4.025635627e+07	1.463250534e+07	1.905772656e+16	1.220016204e+05	1.352655111e-01	1.668245673e+00	3.969227672e-01
3.992173307e+07	1.464782169e+07	1.911890000e+16	1.224121863e+05	1.350931294e-01	1.668245196e+00	3.969202936e-01
3.958752698e+07	1.466304279e+07	1.917982031e+16	1.228217550e+05	1.349221927e-01	1.668244839e+00	3.969177902e-01
3.925375219e+07	1.467816737e+07	1.924047812e+16	1.232303172e+05	1.347527293e-01	1.668244600e+00	3.969153464e-01
3.892042349e+07	1.469319416e+07	1.930086719e+16	1.236377963e+05	1.345847397e-01	1.668244004e+00	3.969128132e-01
